"統計年月","縣市","行政區域","戶數","總人數","女性","男性","少年人口","青年人口","壯年人口","老年人口","女性比例","男性比例","少年人口比例","青年人口比例","壯年人口比例","老年人口比例"
10407,"高雄市","阿蓮區阿蓮里",1863,5906,2982,2924,1291,1916,2135,564,0.5049,0.4951,0.2186,0.3244,0.3615,0.0955
10407,"高雄市","阿蓮區峯山里",495,1458,694,764,294,421,543,200,0.476,0.524,0.2016,0.2888,0.3724,0.1372
10407,"高雄市","阿蓮區復安里",614,1963,985,978,394,544,768,257,0.5018,0.4982,0.2007,0.2771,0.3912,0.1309
10407,"高雄市","阿蓮區崗山里",294,911,465,446,161,267,330,153,0.5104,0.4896,0.1767,0.2931,0.3622,0.1679
10407,"高雄市","阿蓮區港後里",775,2516,1234,1282,523,790,923,280,0.4905,0.5095,0.2079,0.314,0.3669,0.1113
10407,"高雄市","阿蓮區和蓮里",869,2825,1390,1435,635,855,1037,298,0.492,0.508,0.2248,0.3027,0.3671,0.1055
10407,"高雄市","阿蓮區南蓮里",1157,3549,1769,1780,757,1111,1266,415,0.4985,0.5015,0.2133,0.313,0.3567,0.1169
10407,"高雄市","阿蓮區青旗里",593,1794,896,898,370,523,668,233,0.4994,0.5006,0.2062,0.2915,0.3724,0.1299
10407,"高雄市","阿蓮區清蓮里",1015,3263,1632,1631,708,1010,1168,377,0.5002,0.4998,0.217,0.3095,0.358,0.1155
10407,"高雄市","阿蓮區石安里",513,1529,755,774,267,456,582,224,0.4938,0.5062,0.1746,0.2982,0.3806,0.1465
10407,"高雄市","阿蓮區玉庫里",441,1244,566,678,248,360,468,168,0.455,0.545,0.1994,0.2894,0.3762,0.135
10407,"高雄市","阿蓮區中路里",734,2419,1189,1230,503,712,850,354,0.4915,0.5085,0.2079,0.2943,0.3514,0.1463
10407,"高雄市","大寮區潮寮里",1143,3495,1657,1838,648,1094,1342,411,0.4741,0.5259,0.1854,0.313,0.384,0.1176
10407,"高雄市","大寮區大寮里",2800,7893,3845,4048,1643,2615,2950,685,0.4871,0.5129,0.2082,0.3313,0.3737,0.0868
10407,"高雄市","大寮區光武里",108,214,102,112,25,47,96,46,0.4766,0.5234,0.1168,0.2196,0.4486,0.215
10407,"高雄市","大寮區過溪里",1095,2889,1383,1506,549,991,1101,248,0.4787,0.5213,0.19,0.343,0.3811,0.0858
10407,"高雄市","大寮區後庄里",3201,8730,4411,4319,1827,2903,3243,757,0.5053,0.4947,0.2093,0.3325,0.3715,0.0867
10407,"高雄市","大寮區會結里",695,1808,839,969,312,605,696,195,0.464,0.536,0.1726,0.3346,0.385,0.1079
10407,"高雄市","大寮區會社里",2896,7063,3396,3667,1343,2165,2845,710,0.4808,0.5192,0.1901,0.3065,0.4028,0.1005
10407,"高雄市","大寮區江山里",751,2123,1038,1085,407,689,833,194,0.4889,0.5111,0.1917,0.3245,0.3924,0.0914
10407,"高雄市","大寮區拷潭里",610,1615,768,847,232,524,652,207,0.4755,0.5245,0.1437,0.3245,0.4037,0.1282
10407,"高雄市","大寮區琉球里",1685,4993,2422,2571,963,1708,1889,433,0.4851,0.5149,0.1929,0.3421,0.3783,0.0867
10407,"高雄市","大寮區內坑里",2663,6634,3175,3459,1395,2191,2537,511,0.4786,0.5214,0.2103,0.3303,0.3824,0.077
10407,"高雄市","大寮區前庄里",911,2627,1277,1350,436,848,1057,286,0.4861,0.5139,0.166,0.3228,0.4024,0.1089
10407,"高雄市","大寮區三隆里",1897,5253,2531,2722,953,1665,2056,579,0.4818,0.5182,0.1814,0.317,0.3914,0.1102
10407,"高雄市","大寮區山頂里",3159,8645,4271,4374,1766,2634,3408,837,0.494,0.506,0.2043,0.3047,0.3942,0.0968
10407,"高雄市","大寮區上寮里",951,2738,1296,1442,541,873,1055,269,0.4733,0.5267,0.1976,0.3188,0.3853,0.0982
10407,"高雄市","大寮區翁園里",1455,4411,2108,2303,946,1469,1641,355,0.4779,0.5221,0.2145,0.333,0.372,0.0805
10407,"高雄市","大寮區溪寮里",572,1762,816,946,329,556,676,201,0.4631,0.5369,0.1867,0.3156,0.3837,0.1141
10407,"高雄市","大寮區新厝里",711,1863,873,990,336,599,699,229,0.4686,0.5314,0.1804,0.3215,0.3752,0.1229
10407,"高雄市","大寮區義和里",889,2308,1088,1220,344,712,914,338,0.4714,0.5286,0.149,0.3085,0.396,0.1464
10407,"高雄市","大寮區義仁里",861,2043,922,1121,293,605,855,290,0.4513,0.5487,0.1434,0.2961,0.4185,0.1419
10407,"高雄市","大寮區永芳里",2860,8004,4001,4003,1627,2579,3047,751,0.4999,0.5001,0.2033,0.3222,0.3807,0.0938
10407,"高雄市","大寮區昭明里",1625,4010,1875,2135,608,1338,1599,465,0.4676,0.5324,0.1516,0.3337,0.3988,0.116
10407,"高雄市","大寮區中興里",2996,7459,3748,3711,1161,2258,3038,1002,0.5025,0.4975,0.1557,0.3027,0.4073,0.1343
10407,"高雄市","大寮區中庄里",4394,12387,6120,6267,2468,4272,4595,1052,0.4941,0.5059,0.1992,0.3449,0.371,0.0849
10407,"高雄市","大寮區忠義里",303,632,314,318,90,148,283,111,0.4968,0.5032,0.1424,0.2342,0.4478,0.1756
10407,"高雄市","大社區保安里",1317,3649,1808,1841,708,1198,1387,356,0.4955,0.5045,0.194,0.3283,0.3801,0.0976
10407,"高雄市","大社區保社里",1299,3285,1590,1695,601,1083,1317,284,0.484,0.516,0.183,0.3297,0.4009,0.0865
10407,"高雄市","大社區翠屏里",706,1964,968,996,353,624,766,221,0.4929,0.5071,0.1797,0.3177,0.39,0.1125
10407,"高雄市","大社區大社里",2177,5671,2772,2899,1000,1806,2297,568,0.4888,0.5112,0.1763,0.3185,0.405,0.1002
10407,"高雄市","大社區觀音里",2211,6291,3091,3200,1257,2043,2432,559,0.4913,0.5087,0.1998,0.3247,0.3866,0.0889
10407,"高雄市","大社區嘉誠里",434,1144,551,593,187,291,492,174,0.4816,0.5184,0.1635,0.2544,0.4301,0.1521
10407,"高雄市","大社區三奶里",1164,3113,1511,1602,558,970,1193,392,0.4854,0.5146,0.1792,0.3116,0.3832,0.1259
10407,"高雄市","大社區神農里",2061,5570,2788,2782,1135,1782,2163,490,0.5005,0.4995,0.2038,0.3199,0.3883,0.088
10407,"高雄市","大社區中里里",1338,3829,1861,1968,807,1162,1452,408,0.486,0.514,0.2108,0.3035,0.3792,0.1066
10407,"高雄市","大樹區大坑里",526,1733,814,919,372,467,658,236,0.4697,0.5303,0.2147,0.2695,0.3797,0.1362
10407,"高雄市","大樹區大樹里",899,2925,1362,1563,600,862,1091,372,0.4656,0.5344,0.2051,0.2947,0.373,0.1272
10407,"高雄市","大樹區姑山里",342,1168,548,620,236,292,431,209,0.4692,0.5308,0.2021,0.25,0.369,0.1789
10407,"高雄市","大樹區和山里",312,1168,547,621,199,344,433,192,0.4683,0.5317,0.1704,0.2945,0.3707,0.1644
10407,"高雄市","大樹區井腳里",540,1893,874,1019,374,518,703,298,0.4617,0.5383,0.1976,0.2736,0.3714,0.1574
10407,"高雄市","大樹區九曲里",1989,5784,2887,2897,1316,1755,2151,562,0.4991,0.5009,0.2275,0.3034,0.3719,0.0972
10407,"高雄市","大樹區久堂里",1617,4735,2361,2374,896,1401,1748,690,0.4986,0.5014,0.1892,0.2959,0.3692,0.1457
10407,"高雄市","大樹區龍目里",510,1965,910,1055,399,545,730,291,0.4631,0.5369,0.2031,0.2774,0.3715,0.1481
10407,"高雄市","大樹區三和里",388,1127,552,575,176,311,444,196,0.4898,0.5102,0.1562,0.276,0.394,0.1739
10407,"高雄市","大樹區檨腳里",1367,4243,2081,2162,773,1320,1581,569,0.4905,0.5095,0.1822,0.3111,0.3726,0.1341
10407,"高雄市","大樹區水安里",848,2759,1322,1437,495,882,1023,359,0.4792,0.5208,0.1794,0.3197,0.3708,0.1301
10407,"高雄市","大樹區水寮里",795,2718,1306,1412,517,810,1001,390,0.4805,0.5195,0.1902,0.298,0.3683,0.1435
10407,"高雄市","大樹區統嶺里",245,805,416,389,96,218,366,125,0.5168,0.4832,0.1193,0.2708,0.4547,0.1553
10407,"高雄市","大樹區溪埔里",601,1911,886,1025,363,542,720,286,0.4636,0.5364,0.19,0.2836,0.3768,0.1497
10407,"高雄市","大樹區小坪里",484,1544,720,824,302,443,594,205,0.4663,0.5337,0.1956,0.2869,0.3847,0.1328
10407,"高雄市","大樹區興山里",369,1327,615,712,249,391,517,170,0.4635,0.5365,0.1876,0.2946,0.3896,0.1281
10407,"高雄市","大樹區興田里",526,2257,1306,951,355,562,1071,269,0.5786,0.4214,0.1573,0.249,0.4745,0.1192
10407,"高雄市","大樹區竹寮里",1005,3094,1469,1625,570,1003,1215,306,0.4748,0.5252,0.1842,0.3242,0.3927,0.0989
10407,"高雄市","鳳山二保安里",2667,7531,3882,3649,2428,2549,2270,284,0.5155,0.4845,0.3224,0.3385,0.3014,0.0377
10407,"高雄市","鳳山二大德里",1869,5241,2624,2617,1156,1811,1781,493,0.5007,0.4993,0.2206,0.3455,0.3398,0.0941
10407,"高雄市","鳳山二二甲里",1924,5507,2751,2756,1241,1924,1922,420,0.4995,0.5005,0.2253,0.3494,0.349,0.0763
10407,"高雄市","鳳山二福誠里",1805,4609,2389,2220,1106,1463,1634,406,0.5183,0.4817,0.24,0.3174,0.3545,0.0881
10407,"高雄市","鳳山二福祥里",1232,3419,1727,1692,808,1018,1250,343,0.5051,0.4949,0.2363,0.2977,0.3656,0.1003
10407,"高雄市","鳳山二福興里",2541,7190,3670,3520,1652,2295,2485,758,0.5104,0.4896,0.2298,0.3192,0.3456,0.1054
10407,"高雄市","鳳山二富甲里",1323,2852,1307,1545,477,788,1221,366,0.4583,0.5417,0.1673,0.2763,0.4281,0.1283
10407,"高雄市","鳳山二富榮里",1056,2952,1460,1492,659,1020,1058,215,0.4946,0.5054,0.2232,0.3455,0.3584,0.0728
10407,"高雄市","鳳山二國富里",1145,2956,1545,1411,556,1008,1180,212,0.5227,0.4773,0.1881,0.341,0.3992,0.0717
10407,"高雄市","鳳山二國光里",1532,3816,1962,1854,545,1331,1556,384,0.5142,0.4858,0.1428,0.3488,0.4078,0.1006
10407,"高雄市","鳳山二國隆里",1208,2901,1455,1446,391,1074,1190,246,0.5016,0.4984,0.1348,0.3702,0.4102,0.0848
10407,"高雄市","鳳山二國泰里",1825,4425,2213,2212,663,1517,1787,458,0.5001,0.4999,0.1498,0.3428,0.4038,0.1035
10407,"高雄市","鳳山二過埤里",5623,14116,6949,7167,3289,5493,4658,676,0.4923,0.5077,0.233,0.3891,0.33,0.0479
10407,"高雄市","鳳山二海洋里",1684,4572,2377,2195,1044,1461,1777,290,0.5199,0.4801,0.2283,0.3196,0.3887,0.0634
10407,"高雄市","鳳山二老爺里",3012,7942,3969,3973,1484,2743,2998,717,0.4997,0.5003,0.1869,0.3454,0.3775,0.0903
10407,"高雄市","鳳山二龍成里",1299,3320,1649,1671,603,1126,1266,325,0.4967,0.5033,0.1816,0.3392,0.3813,0.0979
10407,"高雄市","鳳山二南成里",3387,9399,4688,4711,2521,3255,3044,579,0.4988,0.5012,0.2682,0.3463,0.3239,0.0616
10407,"高雄市","鳳山二南和里",1195,3305,1693,1612,776,1012,1146,371,0.5123,0.4877,0.2348,0.3062,0.3467,0.1123
10407,"高雄市","鳳山二善美里",2452,6256,3161,3095,1185,2069,2510,492,0.5053,0.4947,0.1894,0.3307,0.4012,0.0786
10407,"高雄市","鳳山二天興里",1505,4102,2082,2020,779,1386,1482,455,0.5076,0.4924,0.1899,0.3379,0.3613,0.1109
10407,"高雄市","鳳山二五福里",1388,3727,1886,1841,854,1132,1310,431,0.506,0.494,0.2291,0.3037,0.3515,0.1156
10407,"高雄市","鳳山二武漢里",2111,5562,2804,2758,1166,1782,2152,462,0.5041,0.4959,0.2096,0.3204,0.3869,0.0831
10407,"高雄市","鳳山二武慶里",1059,2813,1417,1396,551,895,1101,266,0.5037,0.4963,0.1959,0.3182,0.3914,0.0946
10407,"高雄市","鳳山二新富里",1824,5014,2514,2500,1065,1594,1966,389,0.5014,0.4986,0.2124,0.3179,0.3921,0.0776
10407,"高雄市","鳳山二新甲里",1276,3583,1828,1755,859,1089,1341,294,0.5102,0.4898,0.2397,0.3039,0.3743,0.0821
10407,"高雄市","鳳山二新樂里",1855,5342,2748,2594,1354,1636,2049,303,0.5144,0.4856,0.2535,0.3063,0.3836,0.0567
10407,"高雄市","鳳山二新強里",2253,6523,3367,3156,1708,1966,2314,535,0.5162,0.4838,0.2618,0.3014,0.3547,0.082
10407,"高雄市","鳳山二新泰里",1798,5008,2577,2431,1323,1556,1853,276,0.5146,0.4854,0.2642,0.3107,0.37,0.0551
10407,"高雄市","鳳山二新武里",1021,2716,1355,1361,577,862,1022,255,0.4989,0.5011,0.2124,0.3174,0.3763,0.0939
10407,"高雄市","鳳山二一甲里",1444,3816,1922,1894,680,1209,1475,452,0.5037,0.4963,0.1782,0.3168,0.3865,0.1184
10407,"高雄市","鳳山二鎮南里",2115,5409,2672,2737,1036,1730,2097,546,0.494,0.506,0.1915,0.3198,0.3877,0.1009
10407,"高雄市","鳳山二正義里",2755,7214,3637,3577,1374,2358,2671,811,0.5042,0.4958,0.1905,0.3269,0.3703,0.1124
10407,"高雄市","鳳山二中崙里",1173,2775,1386,1389,462,934,1158,221,0.4995,0.5005,0.1665,0.3366,0.4173,0.0796
10407,"高雄市","鳳山二中民里",2086,5002,2555,2447,863,1748,2094,297,0.5108,0.4892,0.1725,0.3495,0.4186,0.0594
10407,"高雄市","鳳山二中榮里",2059,5091,2531,2560,916,1698,2114,363,0.4972,0.5028,0.1799,0.3335,0.4152,0.0713
10407,"高雄市","鳳山一北門里",1819,4984,2509,2475,1008,1506,1880,590,0.5034,0.4966,0.2022,0.3022,0.3772,0.1184
10407,"高雄市","鳳山一曹公里",965,2383,1213,1170,406,724,941,312,0.509,0.491,0.1704,0.3038,0.3949,0.1309
10407,"高雄市","鳳山一成功里",333,756,362,394,129,193,269,165,0.4788,0.5212,0.1706,0.2553,0.3558,0.2183
10407,"高雄市","鳳山一誠德里",996,2706,1410,1296,623,729,945,409,0.5211,0.4789,0.2302,0.2694,0.3492,0.1511
10407,"高雄市","鳳山一誠信里",967,2392,1258,1134,557,693,967,175,0.5259,0.4741,0.2329,0.2897,0.4043,0.0732
10407,"高雄市","鳳山一誠義里",1682,4203,2090,2113,848,1491,1622,242,0.4973,0.5027,0.2018,0.3547,0.3859,0.0576
10407,"高雄市","鳳山一誠智里",1290,3201,1663,1538,670,928,1307,296,0.5195,0.4805,0.2093,0.2899,0.4083,0.0925
10407,"高雄市","鳳山一東門里",2678,6655,3445,3210,1377,1825,2577,876,0.5177,0.4823,0.2069,0.2742,0.3872,0.1316
10407,"高雄市","鳳山一鳳東里",2568,7106,3637,3469,1697,2293,2488,628,0.5118,0.4882,0.2388,0.3227,0.3501,0.0884
10407,"高雄市","鳳山一鳳崗里",561,1344,691,653,230,377,533,204,0.5141,0.4859,0.1711,0.2805,0.3966,0.1518
10407,"高雄市","鳳山一光明里",660,1534,749,785,219,450,609,256,0.4883,0.5117,0.1428,0.2934,0.397,0.1669
10407,"高雄市","鳳山一海光里",1356,3646,1862,1784,722,1149,1417,358,0.5107,0.4893,0.198,0.3151,0.3886,0.0982
10407,"高雄市","鳳山一和德里",1014,2717,1445,1272,823,841,845,208,0.5318,0.4682,0.3029,0.3095,0.311,0.0766
10407,"高雄市","鳳山一和興里",2265,6703,3488,3215,1994,1872,2225,612,0.5204,0.4796,0.2975,0.2793,0.3319,0.0913
10407,"高雄市","鳳山一南興里",498,1170,575,595,259,320,415,176,0.4915,0.5085,0.2214,0.2735,0.3547,0.1504
10407,"高雄市","鳳山一埤頂里",2676,7215,3688,3527,1583,2274,2620,738,0.5112,0.4888,0.2194,0.3152,0.3631,0.1023
10407,"高雄市","鳳山一瑞興里",2203,5928,3120,2808,1532,1592,2262,542,0.5263,0.4737,0.2584,0.2686,0.3816,0.0914
10407,"高雄市","鳳山一瑞竹里",2244,6138,3070,3068,1401,1730,2222,785,0.5002,0.4998,0.2283,0.2819,0.362,0.1279
10407,"高雄市","鳳山一三民里",472,1232,621,611,229,350,482,171,0.5041,0.4959,0.1859,0.2841,0.3912,0.1388
10407,"高雄市","鳳山一生明里",929,2379,1203,1176,441,713,953,272,0.5057,0.4943,0.1854,0.2997,0.4006,0.1143
10407,"高雄市","鳳山一文德里",4212,9816,5131,4685,1992,3079,4059,686,0.5227,0.4773,0.2029,0.3137,0.4135,0.0699
10407,"高雄市","鳳山一文福里",4349,11250,5843,5407,2882,3678,4090,600,0.5194,0.4806,0.2562,0.3269,0.3636,0.0533
10407,"高雄市","鳳山一文衡里",1980,4797,2554,2243,1011,1685,1748,353,0.5324,0.4676,0.2108,0.3513,0.3644,0.0736
10407,"高雄市","鳳山一文華里",3884,10470,5507,4963,2669,3119,3528,1154,0.526,0.474,0.2549,0.2979,0.337,0.1102
10407,"高雄市","鳳山一文山里",2695,7036,3503,3533,1315,2235,2845,641,0.4979,0.5021,0.1869,0.3177,0.4043,0.0911
10407,"高雄市","鳳山一文英里",1487,3841,1951,1890,734,1215,1485,407,0.5079,0.4921,0.1911,0.3163,0.3866,0.106
10407,"高雄市","鳳山一武松里",1242,3114,1521,1593,495,1033,1259,327,0.4884,0.5116,0.159,0.3317,0.4043,0.105
10407,"高雄市","鳳山一縣口里",242,511,268,243,91,145,198,77,0.5245,0.4755,0.1781,0.2838,0.3875,0.1507
10407,"高雄市","鳳山一縣衙里",407,1004,509,495,189,264,393,158,0.507,0.493,0.1882,0.2629,0.3914,0.1574
10407,"高雄市","鳳山一協和里",1659,4319,2236,2083,903,1341,1619,456,0.5177,0.4823,0.2091,0.3105,0.3749,0.1056
10407,"高雄市","鳳山一新興里",1570,2773,1152,1621,360,709,1357,347,0.4154,0.5846,0.1298,0.2557,0.4894,0.1251
10407,"高雄市","鳳山一興仁里",1663,4495,2331,2164,1059,1239,1625,572,0.5186,0.4814,0.2356,0.2756,0.3615,0.1273
10407,"高雄市","鳳山一興中里",399,1055,547,508,231,344,393,87,0.5185,0.4815,0.219,0.3261,0.3725,0.0825
10407,"高雄市","鳳山一鎮北里",3085,7490,3766,3724,1372,2874,2698,546,0.5028,0.4972,0.1832,0.3837,0.3602,0.0729
10407,"高雄市","鳳山一鎮東里",1132,2744,1387,1357,509,864,986,385,0.5055,0.4945,0.1855,0.3149,0.3593,0.1403
10407,"高雄市","鳳山一鎮西里",2262,5932,2993,2939,1130,1748,2219,835,0.5046,0.4954,0.1905,0.2947,0.3741,0.1408
10407,"高雄市","鳳山一中和里",1562,3978,2019,1959,698,1202,1605,473,0.5075,0.4925,0.1755,0.3022,0.4035,0.1189
10407,"高雄市","鳳山一中正里",1864,4596,2398,2198,819,1062,1671,1044,0.5218,0.4782,0.1782,0.2311,0.3636,0.2272
10407,"高雄市","鳳山一忠誠里",1421,3716,1856,1860,637,1318,1406,355,0.4995,0.5005,0.1714,0.3547,0.3784,0.0955
10407,"高雄市","鳳山一忠孝里",2644,6855,3534,3321,1434,2044,2656,721,0.5155,0.4845,0.2092,0.2982,0.3875,0.1052
10407,"高雄市","鳳山一忠義里",2131,5356,2775,2581,1115,1537,2122,582,0.5181,0.4819,0.2082,0.287,0.3962,0.1087
10407,"高雄市","岡山區白米里",759,2151,1066,1085,489,721,787,154,0.4956,0.5044,0.2273,0.3352,0.3659,0.0716
10407,"高雄市","岡山區本洲里",779,2109,1030,1079,482,676,715,236,0.4884,0.5116,0.2285,0.3205,0.339,0.1119
10407,"高雄市","岡山區碧紅里",1571,4402,2176,2226,897,1451,1640,414,0.4943,0.5057,0.2038,0.3296,0.3726,0.094
10407,"高雄市","岡山區程香里",1636,4737,2363,2374,1052,1582,1750,353,0.4988,0.5012,0.2221,0.334,0.3694,0.0745
10407,"高雄市","岡山區大遼里",507,1554,736,818,283,472,589,210,0.4736,0.5264,0.1821,0.3037,0.379,0.1351
10407,"高雄市","岡山區大莊里",423,1177,557,620,236,335,448,158,0.4732,0.5268,0.2005,0.2846,0.3806,0.1342
10407,"高雄市","岡山區福興里",424,1215,578,637,220,361,477,157,0.4757,0.5243,0.1811,0.2971,0.3926,0.1292
10407,"高雄市","岡山區岡山里",1960,5140,2541,2599,1094,1561,1941,544,0.4944,0.5056,0.2128,0.3037,0.3776,0.1058
10407,"高雄市","岡山區和平里",117,342,161,181,52,134,137,19,0.4708,0.5292,0.152,0.3918,0.4006,0.0556
10407,"高雄市","岡山區後紅里",1797,4852,2502,2350,1192,1417,1861,382,0.5157,0.4843,0.2457,0.292,0.3836,0.0787
10407,"高雄市","岡山區後協里",2291,6420,3240,3180,1366,2000,2421,633,0.5047,0.4953,0.2128,0.3115,0.3771,0.0986
10407,"高雄市","岡山區華崗里",649,1811,864,947,340,585,678,208,0.4771,0.5229,0.1877,0.323,0.3744,0.1149
10407,"高雄市","岡山區嘉峰里",668,2077,991,1086,430,610,768,269,0.4771,0.5229,0.207,0.2937,0.3698,0.1295
10407,"高雄市","岡山區嘉興里",1429,4076,1997,2079,791,1298,1478,509,0.4899,0.5101,0.1941,0.3184,0.3626,0.1249
10407,"高雄市","岡山區劉厝里",601,1645,788,857,284,477,648,236,0.479,0.521,0.1726,0.29,0.3939,0.1435
10407,"高雄市","岡山區平安里",543,1469,747,722,277,409,542,241,0.5085,0.4915,0.1886,0.2784,0.369,0.1641
10407,"高雄市","岡山區前峰里",1209,3498,1825,1673,773,1027,1248,450,0.5217,0.4783,0.221,0.2936,0.3568,0.1286
10407,"高雄市","岡山區仁壽里",1475,4037,2063,1974,767,1142,1545,583,0.511,0.489,0.19,0.2829,0.3827,0.1444
10407,"高雄市","岡山區仁義里",956,2178,1117,1061,299,527,843,509,0.5129,0.4871,0.1373,0.242,0.3871,0.2337
10407,"高雄市","岡山區三和里",361,1023,500,523,187,302,389,145,0.4888,0.5112,0.1828,0.2952,0.3803,0.1417
10407,"高雄市","岡山區石潭里",745,2221,1110,1111,506,681,808,226,0.4998,0.5002,0.2278,0.3066,0.3638,0.1018
10407,"高雄市","岡山區壽峰里",974,2843,1475,1368,661,911,1014,257,0.5188,0.4812,0.2325,0.3204,0.3567,0.0904
10407,"高雄市","岡山區壽天里",1495,4134,2136,1998,1076,1129,1456,473,0.5167,0.4833,0.2603,0.2731,0.3522,0.1144
10407,"高雄市","岡山區台上里",2227,6875,3552,3323,1985,2222,2266,402,0.5167,0.4833,0.2887,0.3232,0.3296,0.0585
10407,"高雄市","岡山區潭底里",339,887,394,493,158,277,340,112,0.4442,0.5558,0.1781,0.3123,0.3833,0.1263
10407,"高雄市","岡山區灣裡里",686,2215,1103,1112,514,749,766,186,0.498,0.502,0.2321,0.3381,0.3458,0.084
10407,"高雄市","岡山區維仁里",473,1274,638,636,253,308,494,219,0.5008,0.4992,0.1986,0.2418,0.3878,0.1719
10407,"高雄市","岡山區為隨里",269,807,381,426,199,234,285,89,0.4721,0.5279,0.2466,0.29,0.3532,0.1103
10407,"高雄市","岡山區協和里",1342,4240,2164,2076,955,1314,1582,389,0.5104,0.4896,0.2252,0.3099,0.3731,0.0917
10407,"高雄市","岡山區協榮里",920,2497,1268,1229,450,750,965,332,0.5078,0.4922,0.1802,0.3004,0.3865,0.133
10407,"高雄市","岡山區信義里",816,2155,1078,1077,449,681,735,290,0.5002,0.4998,0.2084,0.316,0.3411,0.1346
10407,"高雄市","岡山區忠孝里",1355,3307,1716,1591,574,803,1241,689,0.5189,0.4811,0.1736,0.2428,0.3753,0.2083
10407,"高雄市","岡山區竹圍里",2722,8378,4263,4115,2428,2741,2788,421,0.5088,0.4912,0.2898,0.3272,0.3328,0.0503
10407,"高雄市","鼓山區寶樹里",1078,2001,883,1118,212,553,976,260,0.4413,0.5587,0.1059,0.2764,0.4878,0.1299
10407,"高雄市","鼓山區登山里",333,722,328,394,84,185,290,163,0.4543,0.5457,0.1163,0.2562,0.4017,0.2258
10407,"高雄市","鼓山區峰南里",404,964,453,511,115,279,400,170,0.4699,0.5301,0.1193,0.2894,0.4149,0.1763
10407,"高雄市","鼓山區鼓峰里",939,2281,1167,1114,329,716,908,328,0.5116,0.4884,0.1442,0.3139,0.3981,0.1438
10407,"高雄市","鼓山區鼓岩里",586,1433,695,738,184,354,612,283,0.485,0.515,0.1284,0.247,0.4271,0.1975
10407,"高雄市","鼓山區光化里",628,1444,719,725,178,390,632,244,0.4979,0.5021,0.1233,0.2701,0.4377,0.169
10407,"高雄市","鼓山區光榮里",1456,4017,1981,2036,631,1234,1564,588,0.4932,0.5068,0.1571,0.3072,0.3893,0.1464
10407,"高雄市","鼓山區河邊里",665,1684,847,837,256,498,686,244,0.503,0.497,0.152,0.2957,0.4074,0.1449
10407,"高雄市","鼓山區厚生里",1521,3753,1840,1913,695,1294,1336,428,0.4903,0.5097,0.1852,0.3448,0.356,0.114
10407,"高雄市","鼓山區華豐里",1830,4376,2271,2105,745,1283,1859,489,0.519,0.481,0.1702,0.2932,0.4248,0.1117
10407,"高雄市","鼓山區惠安里",540,1376,637,739,213,373,572,218,0.4629,0.5371,0.1548,0.2711,0.4157,0.1584
10407,"高雄市","鼓山區建國里",948,2713,1300,1413,486,824,1049,354,0.4792,0.5208,0.1791,0.3037,0.3867,0.1305
10407,"高雄市","鼓山區麗興里",446,1099,522,577,152,306,452,189,0.475,0.525,0.1383,0.2784,0.4113,0.172
10407,"高雄市","鼓山區龍井里",581,1469,709,760,208,413,615,233,0.4826,0.5174,0.1416,0.2811,0.4187,0.1586
10407,"高雄市","鼓山區龍水里",10489,23873,12987,10886,7008,7416,8110,1339,0.544,0.456,0.2936,0.3106,0.3397,0.0561
10407,"高雄市","鼓山區龍子里",7775,18799,10106,8693,5679,5671,6228,1221,0.5376,0.4624,0.3021,0.3017,0.3313,0.065
10407,"高雄市","鼓山區綠川里",675,1693,800,893,255,481,686,271,0.4725,0.5275,0.1506,0.2841,0.4052,0.1601
10407,"高雄市","鼓山區民強里",1132,3107,1552,1555,480,954,1204,469,0.4995,0.5005,0.1545,0.307,0.3875,0.1509
10407,"高雄市","鼓山區民族里",566,1513,739,774,244,451,607,211,0.4884,0.5116,0.1613,0.2981,0.4012,0.1395
10407,"高雄市","鼓山區明誠里",8101,20097,10760,9337,5545,5588,7579,1385,0.5354,0.4646,0.2759,0.2781,0.3771,0.0689
10407,"高雄市","鼓山區內惟里",500,1319,621,698,212,386,514,207,0.4708,0.5292,0.1607,0.2926,0.3897,0.1569
10407,"高雄市","鼓山區平和里",1525,4029,2061,1968,654,1333,1512,530,0.5115,0.4885,0.1623,0.3309,0.3753,0.1315
10407,"高雄市","鼓山區前峰里",1918,4805,2399,2406,671,1451,1973,710,0.4993,0.5007,0.1396,0.302,0.4106,0.1478
10407,"高雄市","鼓山區山下里",684,1477,733,744,182,443,650,202,0.4963,0.5037,0.1232,0.2999,0.4401,0.1368
10407,"高雄市","鼓山區哨船頭里",488,1132,537,595,169,297,488,178,0.4744,0.5256,0.1493,0.2624,0.4311,0.1572
10407,"高雄市","鼓山區壽山里",618,1582,784,798,240,483,628,231,0.4956,0.5044,0.1517,0.3053,0.397,0.146
10407,"高雄市","鼓山區樹德里",489,1333,646,687,224,398,539,172,0.4846,0.5154,0.168,0.2986,0.4044,0.129
10407,"高雄市","鼓山區桃源里",295,707,315,392,100,218,301,88,0.4455,0.5545,0.1414,0.3083,0.4257,0.1245
10407,"高雄市","鼓山區維生里",564,1458,725,733,192,415,610,241,0.4973,0.5027,0.1317,0.2846,0.4184,0.1653
10407,"高雄市","鼓山區新民里",466,1183,564,619,175,365,483,160,0.4768,0.5232,0.1479,0.3085,0.4083,0.1352
10407,"高雄市","鼓山區興宗里",637,1480,705,775,174,395,655,256,0.4764,0.5236,0.1176,0.2669,0.4426,0.173
